_id,ags2,bundesland,ags5,kreis,kr_dl_qu,kr_id_qu,kr_abh_alt,kr_abh_ju,kr_alo_q,kr_erwt_ao,kr_erwt_ao_b1,kr_erwt_ao_b2,kr_erwt_ao_b3,kr_erwt_ao_b4,kr_erwt_ao_b5,kr_erwt_ao_b6,kr_erwt_ao_b7,kr_erwt_ao_b8,kr_erwt_ao_b9,kr_erwt_ao_b99,kr_erwpers,kr_be_ao,kr_be_ao_vz,kr_be_ao_tz,kr_be_wo,kr_be_wo_vz,kr_be_wo_tz,kr_selbst,kr_mithfam,kr_beamte,kr_rentner
246,09,Freistaat Bayern,09261,"Landshut, Stadt",65.7,15.1,30.9,19.3,4.7,56743,106,51,1825,4204,913,7509,5741,35294,496,604,36757,38109,25381,12728,30151,22257,7894,3460,-99,1927,18567
247,09,Freistaat Bayern,09262,"Passau, Stadt",81.8,27.4,31.6,15.5,4.7,54245,99,12,2658,2476,1483,10106,5236,30514,1207,454,25532,40176,27804,12372,19221,13181,6040,2675,-99,759,13713
248,09,Freistaat Bayern,09263,Straubing,69.2,22.9,31.7,17.7,5.0,41354,165,122,1189,5000,1248,8177,3593,20798,497,565,24116,30325,21002,9323,19876,14574,5302,1959,-99,1017,12437
249,09,Freistaat Bayern,09271,Deggendorf,36.3,25.3,29.9,19.4,2.9,70004,453,151,7148,9579,2954,13623,4938,29170,1514,474,63259,50918,37485,13433,50468,36994,13474,6856,748,2960,30012
250,09,Freistaat Bayern,09272,Freyung-Grafenau,26.3,20.4,31.9,18.3,2.8,38273,532,106,2955,5488,1045,5657,2944,18265,836,445,40343,26412,18730,7682,31931,23082,8849,4550,-99,1679,21595
251,09,Freistaat Bayern,09273,Kelheim,25.5,21.1,27.3,21.4,2.6,55631,1451,101,4304,6841,2079,9258,4237,24954,612,1794,64224,40247,29238,11009,53041,39510,13531,6565,1153,2822,29417
252,09,Freistaat Bayern,09274,"Landshut, Kreis",24.2,21.1,27.5,21.7,2.7,69235,1153,72,5458,10109,2283,12831,4772,30903,1131,523,84961,51670,39342,12328,69269,50712,18557,8712,1270,5176,37855
253,09,Freistaat Bayern,09275,"Passau, Kreis",26.4,20.5,33.1,19.6,3.1,89601,1289,478,6945,14268,2946,14151,4822,41905,1457,1340,96767,62080,45532,16548,76834,55589,21245,11277,2737,4708,51922
254,09,Freistaat Bayern,09276,Regen,28.4,24.5,33.6,19.1,3.4,40571,442,44,3294,5727,1406,4698,3279,20266,790,625,39241,29032,20750,8282,31076,22243,8833,4673,1166,1585,21430
255,09,Freistaat Bayern,09277,Rottal-Inn,28.5,19.3,32.2,20.1,3.3,58624,759,106,6873,6618,1748,9929,4030,27400,814,347,60391,39761,27945,11816,48209,34301,13908,7225,1625,2956,31996
256,09,Freistaat Bayern,09278,Straubing-Bogen,19.9,18.5,28.9,20.8,2.7,40586,896,64,3169,5240,1130,4564,6016,18126,955,426,52984,27412,20078,7334,43348,31384,11964,5429,1263,2376,24486
257,09,Freistaat Bayern,09279,Dingolfing-Landau,31.4,45.9,27.6,19.6,3.2,66903,805,683,3692,26869,2666,6991,3626,20395,602,574,55950,50624,40742,9882,44634,34479,10155,4664,1092,3050,23234
258,09,Freistaat Bayern,09361,Amberg,57.2,42.2,36.1,19.0,4.7,36361,104,0,1489,14149,581,3422,2009,13649,805,153,21359,27891,19959,7932,17063,12452,4611,1786,-99,1033,11633
259,09,Freistaat Bayern,09362,"Regensburg, Stadt",78.7,35.5,24.4,17.2,3.7,160628,92,45,2949,8203,7244,11628,8949,74847,42111,4560,81595,125582,88929,36653,65547,46060,19487,6852,-99,3085,32881
260,09,Freistaat Bayern,09363,Weiden i.d.OPf.,79.5,20.3,35.6,18.5,5.7,41757,156,32,1425,4983,1215,12551,2706,17990,282,417,21438,28274,19038,9236,16949,11777,5172,2190,-99,1006,11854
261,09,Freistaat Bayern,09371,Amberg-Sulzbach,22.8,18.1,31.3,18.9,2.6,41063,573,517,3225,6978,1866,5197,1812,19302,567,1026,54146,29351,21019,8332,44062,31705,12357,5222,914,3190,27074
262,09,Freistaat Bayern,09372,Cham,30.9,30.1,31.5,19.6,2.8,75332,897,111,6338,13691,3062,12297,3716,33252,1471,497,65582,53919,38451,15468,53294,38235,15059,7432,1757,2024,33380
263,09,Freistaat Bayern,09373,Neumarkt i.d.OPf.,30.2,23.6,27.8,20.4,1.9,68845,702,153,6971,9559,1526,9216,5171,34282,679,586,71198,51385,37831,13554,58560,42678,15882,6972,1101,3918,32458
264,09,Freistaat Bayern,09374,Neustadt a.d.Waldnaab,24.0,24.0,31.1,19.1,3.2,41752,653,188,3113,8588,1204,5181,2036,19198,1004,587,48290,32054,23992,8062,39579,28262,11317,4930,1067,2734,24621
265,09,Freistaat Bayern,09375,"Regensburg, Kreis",20.9,14.4,28.5,21.2,2.1,69552,781,117,4802,10120,3305,10329,2943,35594,805,756,103573,49298,36063,13235,84040,59915,24125,10139,1320,3873,46942
266,09,Freistaat Bayern,09376,Schwandorf,31.3,24.3,30.5,19.5,3.1,79107,679,200,4896,12627,3867,12021,4304,37600,2294,619,77851,56660,42772,13888,64008,47714,16294,7647,1963,3559,37722
267,09,Freistaat Bayern,09377,Tirschenreuth,24.8,27.0,34.4,18.9,3.4,36359,500,65,3173,5945,2882,5784,2312,14451,729,518,36387,26528,19816,6712,29770,21702,8068,4182,979,1729,19912
268,09,Freistaat Bayern,09461,"Bamberg, Stadt",68.5,33.5,28.0,17.8,4.2,77617,123,33,2545,11638,2809,10854,7531,40919,576,589,37619,54478,37202,17276,29512,19975,9537,4067,-99,1325,19160
269,09,Freistaat Bayern,09462,"Bayreuth, Stadt",73.6,20.7,31.6,15.5,4.7,67431,55,6,3364,6347,4283,8162,4690,38801,951,772,36130,48025,32376,15649,26946,17892,9054,3547,-99,1484,18305
270,09,Freistaat Bayern,09463,"Coburg, Stadt",86.6,38.8,36.1,17.8,5.5,41953,97,0,1266,7186,423,5656,3951,22644,409,321,20692,33948,24835,9113,16994,12213,4781,1788,-99,744,11389
271,09,Freistaat Bayern,09464,"Hof, Stadt",65.9,17.8,37.8,20.1,6.3,34361,86,2,1176,4376,1166,4843,4602,17019,789,302,21621,24739,16707,8032,17463,12290,5173,1742,-99,781,12998
272,09,Freistaat Bayern,09471,"Bamberg, Kreis",21.1,16.8,27.8,20.5,2.3,54347,445,168,4188,7845,2082,11597,4012,22917,535,558,79551,40148,29503,10645,65582,47053,18529,7747,1300,3767,35366
273,09,Freistaat Bayern,09472,"Bayreuth, Kreis",20.1,14.1,34.0,19.9,2.9,34978,896,93,2689,4908,1370,4628,1495,18015,476,408,55038,24268,16960,7308,43751,30642,13109,5891,916,2628,27293
274,09,Freistaat Bayern,09473,"Coburg, Kreis",23.5,27.1,35.5,19.5,3.4,37273,411,29,1539,8734,1863,5734,2181,15897,540,345,45328,29210,21404,7806,38258,27403,10855,4450,763,1973,23580
275,09,Freistaat Bayern,09474,Forchheim,23.7,16.0,30.2,20.7,2.7,46178,506,28,2771,5333,1606,6390,3801,24209,1023,511,60032,32469,22571,9898,50856,36267,14589,5843,875,2696,28786
276,09,Freistaat Bayern,09475,"Hof, Kreis",31.7,29.9,40.7,18.5,3.2,50883,562,48,2741,13394,2361,7767,2314,20775,550,371,45674,38293,27762,10531,37776,26768,11008,5632,-99,2080,27643
277,09,Freistaat Bayern,09476,Kronach,26.6,31.4,36.8,17.4,3.6,34758,211,17,1846,9714,821,5424,1473,13583,448,1221,33975,26009,19203,6806,28741,21118,7623,2868,657,1226,18704
278,09,Freistaat Bayern,09477,Kulmbach,33.6,24.0,36.9,18.0,3.7,37972,285,45,2493,7804,1041,5456,2865,16833,881,269,37290,28162,20102,8060,30780,21527,9253,3895,-99,1776,20026
279,09,Freistaat Bayern,09478,Lichtenfels,39.3,25.3,34.0,19.2,3.8,37474,323,10,2143,6349,1003,4845,3168,18081,797,755,34719,28903,20415,8488,29227,20835,8392,3238,622,1126,17875
280,09,Freistaat Bayern,09479,Wunsiedel i.Fichtelgebirge,33.8,29.3,42.2,18.8,4.8,39648,220,182,1352,10394,906,6135,2448,16933,796,282,34548,29772,21997,7775,28144,20722,7422,4072,-99,1419,21772
281,09,Freistaat Bayern,09561,"Ansbach, Stadt",73.3,25.9,32.7,20.6,4.0,37557,128,18,824,10072,711,5039,3463,16177,754,371,21536,27811,19445,8366,17405,12701,4704,1885,-99,515,10370
282,09,Freistaat Bayern,09562,Erlangen,78.2,38.6,25.9,19.2,3.9,109288,117,17,3087,6703,5230,10142,10309,70586,1195,1902,58220,91978,65483,26495,47883,33458,14425,4839,747,1570,24172
283,09,Freistaat Bayern,09563,"Fürth, Stadt",40.0,15.0,26.8,19.8,5.4,63938,76,30,1535,5221,1480,7191,2524,25192,20205,484,67513,48770,35144,13626,57299,41498,15801,6649,-99,1678,27937
284,09,Freistaat Bayern,09564,Nürnberg,70.7,18.1,30.3,19.9,5.8,400191,643,41,19561,41963,13295,48947,27949,192041,53337,2414,266677,314651,226162,88489,214724,154296,60428,25604,1552,10039,115234
285,09,Freistaat Bayern,09565,Schwabach,40.8,20.3,33.9,21.6,3.6,22573,56,55,965,2750,417,5863,1594,10218,463,192,20261,16940,12199,4741,16723,12021,4702,2317,-99,653,10534
286,09,Freistaat Bayern,09571,"Ansbach, Kreis",24.4,24.5,29.8,21.0,2.5,84707,1069,59,6080,17481,2379,12280,5889,37362,1053,1055,96166,62810,45951,16859,80186,58110,22076,8966,2418,3860,45577
287,09,Freistaat Bayern,09572,Erlangen-Höchstadt,26.6,30.8,31.0,22.2,2.1,68536,619,381,2914,7452,3911,13479,4314,34245,667,554,68194,53285,40594,12691,60120,42826,17294,7320,753,2386,34732
288,09,Freistaat Bayern,09573,"Fürth, Kreis",19.7,13.0,35.7,21.1,2.8,36678,232,2,2596,4468,891,5585,4480,17519,460,445,59103,25699,17583,8116,49850,35170,14680,7127,928,2381,30725
289,09,Freistaat Bayern,09574,Nürnberger Land,28.9,20.3,34.4,20.7,2.6,77146,415,98,3538,10203,1340,15453,6839,37628,890,742,84768,55820,38962,16858,71879,50308,21571,9773,714,3091,44203
290,09,Freistaat Bayern,09575,Neustadt a.d.Aisch-Bad Windsheim,30.2,18.4,31.2,20.5,2.0,48163,1078,17,2912,7398,1316,8652,3371,22106,837,476,52309,33987,23581,10406,43694,31466,12228,5666,1196,1864,26052
291,09,Freistaat Bayern,09576,Roth,27.0,18.4,31.3,20.5,2.3,56342,640,30,3820,5904,2808,17508,2836,21019,947,830,64366,40273,28440,11833,54526,38524,16002,7356,899,2512,31378
292,09,Freistaat Bayern,09577,Weißenburg-Gunzenhausen,30.6,22.4,33.3,20.8,3.2,46046,489,226,2022,5678,1715,7647,2216,25061,505,487,48460,33142,23234,9908,39511,28422,11089,4773,913,2079,24646
293,09,Freistaat Bayern,09661,"Aschaffenburg, Stadt",70.9,-99.0,31.4,20.0,5.5,61437,40,20,2112,4049,6854,11023,3809,30956,2179,395,36015,47029,33794,13235,29413,21543,7870,3796,-99,933,17475
294,09,Freistaat Bayern,09662,"Schweinfurt, Stadt",77.6,-99.0,37.9,21.1,6.8,65930,25,1,1790,14050,1128,6470,15423,25445,1217,381,25345,53900,41561,12339,19401,14166,5235,1931,-99,499,14819
295,09,Freistaat Bayern,09663,"Würzburg, Stadt",86.6,13.4,28.8,15.1,3.7,127667,127,47,2128,5603,5162,12381,19575,75852,2776,4016,68979,92171,59393,32778,52981,35363,17618,5650,-99,1744,29028
296,09,Freistaat Bayern,09671,"Aschaffenburg, Kreis",26.3,18.5,32.2,20.1,2.9,73823,631,31,4904,9504,4003,15043,3902,33971,744,1090,89934,53408,39221,14187,73141,53012,20129,10436,1534,2828,44276
297,09,Freistaat Bayern,09672,Bad Kissingen,35.7,16.0,38.0,19.6,3.3,54348,447,3,3888,5436,1685,6893,4431,30101,1170,294,51931,35583,24146,11437,42193,29884,12309,5409,-99,1518,29858
298,09,Freistaat Bayern,09673,Rhön-Grabfeld,33.0,26.9,33.4,20.5,2.8,43261,363,137,2456,4464,1215,7709,5024,20775,910,208,40521,32970,23312,9658,33761,23826,9935,4173,-99,1142,21314
299,09,Freistaat Bayern,09674,Haßberge,22.7,25.6,30.8,20.1,3.0,41260,422,25,2337,6510,1201,6107,6519,16913,879,347,44287,28546,20448,8098,36329,26361,9968,4422,-99,1316,22150
300,09,Freistaat Bayern,09675,Kitzingen,30.4,21.2,30.8,20.1,2.4,47847,923,47,2088,8936,1837,9633,6024,17314,590,455,46870,34130,24392,9738,38899,27530,11369,5381,1092,1207,23197
301,09,Freistaat Bayern,09676,Miltenberg,26.1,24.4,32.0,20.3,3.1,61340,466,67,3959,10999,1563,8738,4973,28947,1059,569,66222,44348,32128,12220,54163,39579,14584,5701,-99,2021,32102
302,09,Freistaat Bayern,09677,Main-Spessart,25.4,30.2,34.6,19.2,2.0,63746,567,19,2796,22025,1595,7252,2670,24194,1277,1351,65247,47588,34618,12970,54761,39417,15344,5228,831,1909,34794
303,09,Freistaat Bayern,09678,"Schweinfurt, Kreis",24.9,9.1,32.7,20.2,2.6,38061,498,4,2193,4016,2152,5989,3992,18401,488,328,60514,26827,19176,7651,49520,35809,13711,5175,840,1743,29692
304,09,Freistaat Bayern,09679,"Würzburg, Kreis",23.6,12.5,32.0,20.8,2.1,59234,576,118,3396,6907,1844,14073,4169,26818,837,496,83392,40196,28499,11697,67734,46013,21721,8800,1192,2927,41280
305,09,Freistaat Bayern,09761,"Augsburg, Stadt",54.3,17.9,28.9,18.9,5.4,198073,184,7,6979,22187,9998,31615,14822,107450,1781,3050,151206,147490,101891,45599,122338,89096,33242,13110,1734,3918,65799
306,09,Freistaat Bayern,09762,Kaufbeuren,49.0,16.5,36.1,21.1,4.4,25876,13,0,1068,4057,935,2770,2632,10084,133,4184,21750,19124,12919,6205,18120,13172,4948,2130,-99,978,11902
307,09,Freistaat Bayern,09763,Kempten (Allgäu),67.4,15.9,34.2,19.7,3.5,51543,77,143,1043,6052,1809,14065,2500,24903,439,512,34778,37186,25533,11653,28814,20737,8077,2882,-99,1383,18165
308,09,Freistaat Bayern,09764,Memmingen,64.7,42.4,33.4,21.1,3.6,39357,224,14,2801,6126,1015,8051,2016,18234,551,325,22037,31171,23462,7709,18780,14106,4674,1940,-99,989,11388
309,09,Freistaat Bayern,09771,Aichach-Friedberg,23.7,16.2,29.9,22.3,2.3,55047,722,167,4195,7785,1696,10235,3859,24190,791,1407,68985,37095,26242,10853,56494,40787,15707,8247,1272,2885,32334
310,09,Freistaat Bayern,09772,"Augsburg, Kreis",27.5,16.7,31.1,21.9,2.7,109366,1141,32,6988,16481,4526,18678,11547,47960,918,1095,125121,77564,56010,21554,105269,75239,30030,13682,1326,4751,62365
311,09,Freistaat Bayern,09773,Dillingen a.d.Donau,28.4,23.2,30.0,20.9,2.1,47850,593,132,3093,7625,1605,9421,4047,18534,2508,292,48291,34435,24413,10022,40814,29823,10991,5216,845,1799,24112
312,09,Freistaat Bayern,09774,Günzburg,36.2,24.9,28.8,20.8,2.2,69830,601,31,4762,14563,1584,12032,3525,31192,929,611,65209,53863,38803,15060,56698,41287,15411,6359,777,2273,30361
313,09,Freistaat Bayern,09775,Neu-Ulm,32.3,23.6,30.6,21.2,2.5,90912,361,41,4390,10915,4271,20096,6487,42032,1275,1044,88985,67001,50253,16748,76745,57238,19507,7492,739,3047,41964
314,09,Freistaat Bayern,09776,Lindau (Bodensee),32.0,27.9,35.1,20.7,2.6,45266,443,10,1957,5538,687,8843,2403,24347,366,672,40222,33021,24365,8656,32444,23330,9114,5774,645,1732,21171
315,09,Freistaat Bayern,09777,Ostallgäu,25.7,25.2,32.4,22.1,2.4,69424,785,100,4721,14065,1595,10817,3665,31758,985,933,70816,49263,36519,12744,58211,41787,16424,9516,2457,3620,35907
316,09,Freistaat Bayern,09778,Unterallgäu,24.2,28.0,32.2,21.4,2.0,72941,1399,182,6198,9620,2866,16440,4420,29994,1171,651,74859,52448,39449,12999,62762,46152,16610,8923,1946,3592,36390
317,09,Freistaat Bayern,09779,Donau-Ries,36.0,31.9,29.6,21.1,1.8,83022,1585,108,5070,16419,2640,12860,5387,36383,1179,1391,69262,62724,47727,14997,58986,44106,14880,6473,1171,3278,32603
318,09,Freistaat Bayern,09780,Oberallgäu,31.7,19.8,35.1,20.6,2.4,78317,800,56,5152,10061,2366,9962,5467,42343,1231,879,80138,55775,39585,16190,64654,45728,18926,11573,2011,4109,41771
319,10,Saarland,10041,Regionalverband Saarbrücken,53.2,16.9,34.9,18.7,9.6,207274,259,88,10385,15783,8355,26925,16296,125812,1472,1899,159823,153167,110128,43039,119296,85063,34233,14596,1202,5878,86755
320,10,Saarland,10042,Landkreis Merzig-Wadern,31.6,13.2,34.0,18.9,4.6,42826,334,97,3065,4132,1348,9827,2174,18543,1245,2061,51237,31658,22531,9127,34674,25131,9543,4411,680,2778,28747
321,10,Saarland,10043,Landkreis Neunkirchen,31.2,14.8,37.6,18.3,7.4,53589,151,61,3355,3378,2176,12295,3384,27604,649,536,65837,39855,28243,11612,50229,36696,13533,5161,312,2774,37383
322,10,Saarland,10044,Landkreis Saarlouis,33.1,23.2,36.7,18.8,5.2,95352,305,3820,4687,9074,4528,14330,13420,42646,1189,1353,96624,72994,54857,18137,74456,54785,19671,8087,870,4676,54482
323,10,Saarland,10045,Saarpfalz-Kreis,43.1,28.4,38.7,18.4,5.2,81694,204,30,3726,12767,3066,14314,11573,33236,2266,512,70960,66379,50096,16283,55044,40031,15013,6905,576,2312,40456
324,10,Saarland,10046,Landkreis St. Wendel,29.3,17.6,37.2,17.6,3.6,37008,235,57,2135,4567,909,6494,2703,18990,489,429,44076,27335,19067,8268,33846,24311,9535,3486,-99,2138,25685
325,11,Berlin,11000,Berlin,51.0,8.0,28.7,20.8,8.9,1901862,1827,352,99895,112250,68624,212821,147887,1219520,17613,21073,1715739,1527910,1014537,513373,1303905,858205,445700,257237,8393,61042,879956
326,12,Brandenburg,12051,Brandenburg an der Havel,50.0,-99.0,44.9,19.4,8.7,45321,169,0,3655,4555,2103,5128,1402,26295,1622,392,34610,29679,20456,9223,25744,17879,7865,2818,-99,1466,20887
327,12,Brandenburg,12052,Cottbus,64.5,6.8,39.2,19.2,8.3,71719,80,0,3821,2550,14785,7146,3774,36457,1096,2010,47668,46162,30633,15529,35729,24090,11639,4447,-99,1961,28758
328,12,Brandenburg,12053,Frankfurt (Oder),66.2,8.9,40.2,19.1,8.8,43944,245,0,2128,1334,2408,8771,4644,23298,896,220,26576,28703,18043,10660,21375,14268,7107,2679,-99,1081,17407
329,12,Brandenburg,12054,Potsdam,67.7,5.5,29.9,23.0,5.9,131839,181,35,4622,3562,4893,10609,9142,93914,3366,1515,86860,86170,56744,29426,67393,46214,21179,11384,-99,3609,39622
330,12,Brandenburg,12060,Barnim,32.6,9.5,36.8,21.3,5.6,77910,1248,16,6277,8878,3159,8250,5154,41494,2506,928,89339,50452,33714,16738,69954,49109,20845,10666,280,8030,52448
331,12,Brandenburg,12061,Dahme-Spreewald,43.6,12.1,37.8,20.9,4.1,89721,1501,45,8121,5807,4343,14120,9842,43815,1288,839,82955,62870,43704,19166,67893,48019,19874,9957,429,4470,47779
332,12,Brandenburg,12062,Elbe-Elster,32.6,17.3,44.8,18.9,6.7,51177,1371,207,5007,6893,1751,7651,2070,24800,1013,414,48266,33419,23067,10352,39670,27776,11894,5347,445,1589,32752
333,12,Brandenburg,12063,Havelland,29.1,11.9,34.5,21.4,5.7,67701,1304,35,5027,5683,5092,9373,5324,33364,1671,828,79375,45082,31202,13880,64698,45382,19316,8189,-99,5179,43663
334,12,Brandenburg,12064,Märkisch-Oderland,30.5,9.0,37.0,20.6,6.0,79724,1486,11,8312,4618,3514,10280,4528,42117,2379,2479,93376,51310,34751,16559,74142,51964,22178,11442,373,5525,55820
335,12,Brandenburg,12065,Oberhavel,28.0,12.6,35.2,21.4,5.4,90195,1245,55,8771,6525,4717,14392,3850,47431,1555,1654,103818,58006,40355,17651,82779,57967,24812,11811,603,8212,57773
336,12,Brandenburg,12066,Oberspreewald-Lausitz,38.8,20.9,47.0,19.2,8.2,57021,903,743,4573,6489,2661,5820,1991,29404,871,3566,52648,41078,28551,12527,41694,29384,12310,4918,414,1773,34880
337,12,Brandenburg,12067,Oder-Spree,33.9,15.1,41.8,20.2,6.7,83561,1131,41,6223,8159,6888,10761,4783,41374,2249,1952,85682,55967,39846,16121,67852,47730,20122,9475,-99,4445,55261
338,12,Brandenburg,12068,Ostprignitz-Ruppin,38.6,14.6,39.2,19.4,6.8,53815,1594,13,4139,3829,10556,5710,1608,24804,1182,380,47030,35668,24116,11552,37504,25819,11685,4939,-99,2792,30283
339,12,Brandenburg,12069,Potsdam-Mittelmark,33.3,10.1,34.4,22.4,4.5,102111,2713,50,9571,7510,3419,13266,7258,49599,1192,7533,103333,61732,41593,20139,86403,60535,25868,13709,635,5829,58496
340,12,Brandenburg,12070,Prignitz,36.4,17.2,44.8,18.5,8.0,39937,1569,20,2824,4647,1929,5603,2353,19462,977,553,35731,27203,18568,8635,27011,18951,8060,4329,-99,2139,24798
341,12,Brandenburg,12071,Spree-Neiße,26.6,23.7,44.0,18.8,7.0,52309,1960,74,5389,5614,1940,6833,2609,24743,1707,1440,54313,36687,26277,10410,43790,30487,13303,6147,-99,2720,36141
342,12,Brandenburg,12072,Teltow-Fläming,36.8,18.9,34.7,20.9,4.8,91787,1428,18,6161,10784,6529,13983,8319,38102,1636,4827,83952,64995,49476,15519,69004,50165,18839,8839,282,4564,44862
343,12,Brandenburg,12073,Uckermark,35.3,14.7,44.2,19.4,11.6,59202,1911,54,4126,4019,4690,6748,2492,32856,1760,546,56386,39195,26087,13108,40615,27502,13113,5860,-99,2441,38861
344,13,Mecklenburg-Vorpommern,13003,"Rostock, Hansestadt",55.3,10.5,36.5,18.6,7.2,146164,473,73,6487,9110,6980,12877,9748,95454,3415,1547,101531,92516,66539,25977,74629,53069,21560,53642,-99,4686,56251
345,13,Mecklenburg-Vorpommern,13004,"Schwerin, Landeshauptstadt",71.9,13.1,40.6,21.3,9.1,73251,63,11,4546,3215,3977,8422,6915,43968,1155,979,46355,50836,35312,15524,31233,22276,8957,22410,-99,2043,26348
346,13,Mecklenburg-Vorpommern,13071,Mecklenburgische Seenplatte,43.0,12.4,40.0,19.9,9.3,130246,3308,128,10728,10768,6133,17176,9482,68899,2712,912,123043,94213,64644,29569,90437,62807,27630,-99,-99,2747,79842
347,13,Mecklenburg-Vorpommern,13072,Landkreis Rostock,36.1,11.5,36.7,21.5,5.7,97926,2265,99,8298,7655,5067,12956,5856,52883,1793,1054,100253,68980,47176,21804,77610,54644,22966,-99,-99,5401,62741
348,13,Mecklenburg-Vorpommern,13073,Vorpommern-Rügen,42.5,8.3,40.8,19.6,8.6,105150,2152,42,6817,8004,3929,12570,5301,61704,3287,1344,106515,75423,52952,22471,78230,55643,22587,-99,-99,4805,69030
349,13,Mecklenburg-Vorpommern,13074,Nordwestmecklenburg,29.1,15.9,35.8,20.5,6.2,65553,1076,281,5837,9008,3786,6665,2761,34140,1474,525,76657,48222,34050,14172,59453,41972,17481,-99,-99,3403,44315
350,13,Mecklenburg-Vorpommern,13075,Vorpommern-Greifswald,43.1,10.5,38.8,19.4,9.0,114656,2287,38,7605,7221,4091,13251,6199,67697,3488,2779,110247,83020,55915,27105,79771,54908,24863,-99,-99,2461,70698
351,13,Mecklenburg-Vorpommern,13076,Ludwigslust-Parchim,29.3,15.6,36.1,19.9,5.7,91891,3011,17,7830,10939,6933,14118,3467,42559,1981,1036,104019,65903,48006,17897,81755,60064,21691,-99,-99,4394,61900
352,14,Sachsen,14511,Chemnitz,60.8,17.4,46.1,21.0,7.1,150138,594,205,9678,15337,8784,20015,9456,80196,1274,4599,114242,117157,81163,35994,86525,60800,25725,-99,-99,2189,72289
353,14,Sachsen,14521,Erzgebirgskreis,32.1,24.8,49.2,21.6,4.4,155393,1335,348,13098,36833,5724,21388,6118,65555,3538,1456,156332,115766,78192,37574,131190,90421,40769,-99,-99,3474,108939
354,14,Sachsen,14522,Mittelsachsen,36.1,22.1,46.1,21.0,5.2,142943,2932,244,13276,24595,6543,21036,5703,64095,3553,966,145986,109962,77802,32160,116250,82533,33717,-99,-99,3284,93525
355,14,Sachsen,14523,Vogtlandkreis,37.3,21.9,50.2,20.1,5.3,107619,1359,136,8724,19822,4045,13715,4311,49494,3478,2535,104300,82194,56584,25610,85693,59659,26034,-99,-99,1841,74470
356,14,Sachsen,14524,Zwickau,40.7,24.7,48.9,20.6,5.0,161253,1161,287,11734,28671,8868,18818,7605,76337,1727,6045,149487,125473,90221,35252,123445,88102,35343,-99,-99,3053,97880
357,14,Sachsen,14612,Dresden,60.6,12.9,34.2,22.6,6.1,340865,700,77,15207,26285,11506,42598,25077,205130,6912,7373,276594,269419,185778,83641,216264,149510,66754,-99,-99,9606,134433
358,14,Sachsen,14625,Bautzen,39.2,21.6,45.0,22.2,5.6,146975,2080,447,13602,20026,6587,21412,5579,72721,2924,1597,141785,113700,78674,35026,111246,77930,33316,-99,-99,3920,94278
359,14,Sachsen,14626,Görlitz,37.7,17.3,49.7,21.2,8.6,116224,1455,44,7774,14268,6713,16597,6932,56951,4336,1154,113692,87005,56139,30866,88890,58399,30491,-99,-99,2503,81728
360,14,Sachsen,14627,Meißen,37.9,21.9,45.3,22.3,5.8,115628,2060,121,8593,14893,6101,18792,5601,54056,2597,2814,114776,90418,64941,25477,91791,65051,26740,-99,-99,2904,73015
361,14,Sachsen,14628,Sächsische Schweiz-Osterzgebirge,33.3,19.2,45.8,23.2,4.9,104494,1517,156,8817,15698,2668,13572,5690,52314,2928,1134,116497,80120,55677,24443,91969,64478,27491,-99,-99,4211,73882
362,14,Sachsen,14713,"Leipzig, Stadt",57.8,10.8,31.2,21.0,6.8,346527,1155,71,22203,24641,18938,37446,30142,204681,2302,4948,289221,272871,184818,88053,229726,153475,76251,-99,-99,4526,135050
363,14,Sachsen,14729,"Leipzig, Kreis",32.1,15.7,42.9,21.5,5.5,103771,1566,290,9493,11269,4760,14631,4821,50290,1918,4733,122666,78873,54674,24199,100495,71151,29344,-99,-99,2444,75044
364,14,Sachsen,14730,Nordsachsen,39.8,17.0,40.5,20.5,6.8,94363,1922,127,9589,10137,8038,13717,4605,42349,2204,1675,96870,74418,51326,23092,78229,55929,22300,-99,-99,2073,59735
365,15,Sachsen-Anhalt,15001,Dessau-Roßlau,51.6,18.4,52.9,19.1,8.1,45272,148,0,3349,3668,2487,5237,3877,24121,2110,275,37484,33889,23785,10104,28450,20221,8229,-99,-99,706,25814
366,15,Sachsen-Anhalt,15002,Halle (Saale),55.8,7.5,38.0,20.9,8.6,133783,283,582,5686,8876,7806,12789,16357,77409,2280,1715,112581,97381,64496,32885,79187,53754,25433,-99,-99,1957,62281
367,15,Sachsen-Anhalt,15003,Magdeburg,60.9,11.5,38.2,20.1,8.7,148704,166,30,8430,10817,6304,13779,9929,93127,3975,2147,118483,108689,73054,35635,88034,60894,27140,-99,-99,5736,60978
368,15,Sachsen-Anhalt,15081,Altmarkkreis Salzwedel,33.0,15.0,37.2,20.2,6.8,38092,1446,46,3988,4184,1003,5824,1516,18687,991,407,42528,27304,18983,8321,32064,23125,8939,-99,-99,1547,24388
369,15,Sachsen-Anhalt,15082,Anhalt-Bitterfeld,34.3,20.9,44.4,18.4,7.6,75323,1154,114,5265,13181,3782,10787,3030,34672,2023,1315,75795,56429,42183,14246,57432,42542,14890,-99,-99,1756,48281
370,15,Sachsen-Anhalt,15083,Börde,33.2,19.6,36.0,20.1,5.5,79283,1802,1368,6095,12075,3941,10753,2891,34690,3610,2058,86540,61959,44200,17759,69770,50056,19714,-99,-99,4009,48858
